1010 1.839346e+02 1.486331e+01 -4.882982e-01 3.836048e-02 2.905625e-01 3.173470e-02 2.635526e-02 1.552522e-02 3.169178e-01 4.725992e-02 
1020 1.778139e+02 1.211311e+01 -4.926189e-01 3.004509e-02 2.946458e-01 2.605148e-02 2.053275e-02 1.261683e-02 3.151786e-01 3.866830e-02 
1030 1.716401e+02 9.721825e+00 -4.968305e-01 2.352967e-02 2.979295e-01 1.997218e-02 1.589968e-02 9.776037e-03 3.138292e-01 2.974821e-02 
1040 1.654140e+02 8.372690e+00 -5.010007e-01 1.764924e-02 3.004597e-01 1.535199e-02 1.236327e-02 7.199617e-03 3.128230e-01 2.255161e-02 
1050 1.591359e+02 1.017270e+01 -5.051892e-01 1.298316e-02 3.023430e-01 1.039117e-02 9.754689e-03 5.237473e-03 3.120977e-01 1.562864e-02 
1060 1.528048e+02 1.177221e+01 -5.094737e-01 1.492914e-02 3.037212e-01 9.383688e-03 7.862797e-03 3.676923e-03 3.115840e-01 1.306061e-02 
1070 1.464198e+02 1.299176e+01 -5.138341e-01 1.641207e-02 3.047157e-01 1.019263e-02 6.499173e-03 2.481187e-03 3.112149e-01 1.267382e-02 
1080 1.399805e+02 1.358974e+01 -5.181327e-01 1.704686e-02 3.054168e-01 1.062890e-02 5.517316e-03 1.615748e-03 3.109341e-01 1.224465e-02 
1090 1.334893e+02 1.339697e+01 -5.220882e-01 1.673957e-02 3.059041e-01 1.028104e-02 4.788075e-03 9.907485e-04 3.106922e-01 1.127179e-02 
1100 1.269525e+02 1.248969e+01 -5.253532e-01 1.549442e-02 3.062396e-01 9.479115e-03 4.214157e-03 6.677014e-04 3.104538e-01 1.014682e-02 
1110 1.203818e+02 1.108852e+01 -5.274122e-01 1.366684e-02 3.064642e-01 8.352055e-03 3.726250e-03 7.975134e-04 3.101905e-01 9.149568e-03 
1120 1.137962e+02 9.467815e+00 -5.276061e-01 1.645117e-02 3.065961e-01 1.064280e-02 3.282662e-03 8.802360e-04 3.098788e-01 1.152304e-02 
1130 1.072234e+02 7.824860e+00 -5.251551e-01 2.772952e-02 3.066318e-01 1.794299e-02 2.868771e-03 9.408043e-04 3.095006e-01 1.888379e-02 
1140 1.007027e+02 6.220481e+00 -5.190070e-01 4.433516e-02 3.065526e-01 2.842737e-02 2.477647e-03 9.223612e-04 3.090303e-01 2.934973e-02 
1150 9.428821e+01 4.735555e+00 -5.078153e-01 6.727066e-02 3.063408e-01 4.319534e-02 2.107371e-03 9.319488e-04 3.084482e-01 4.412729e-02 
1160 8.805213e+01 3.438551e+00 -4.900488e-01 9.706949e-02 3.059878e-01 6.206283e-02 1.761901e-03 8.849193e-04 3.077497e-01 6.294775e-02 
1170 8.208602e+01 4.232536e+00 -4.641848e-01 1.331191e-01 3.055020e-01 8.509364e-02 1.444567e-03 8.404276e-04 3.069466e-01 8.593407e-02 
1180 7.649919e+01 5.726945e+00 -4.289210e-01 1.742374e-01 3.048974e-01 1.110823e-01 1.161366e-03 7.027765e-04 3.060587e-01 1.117851e-01 
1190 7.141548e+01 7.526390e+00 -3.832668e-01 2.181107e-01 3.042038e-01 1.384576e-01 9.283183e-04 5.766646e-04 3.051321e-01 1.390343e-01 
1200 6.696737e+01 9.131628e+00 -3.268932e-01 2.611165e-01 3.034923e-01 1.652475e-01 7.318288e-04 4.320582e-04 3.042241e-01 1.656796e-01 
1210 6.328536e+01 1.020344e+01 -2.605005e-01 2.993635e-01 3.028373e-01 1.882226e-01 5.839831e-04 2.681100e-04 3.034213e-01 1.884907e-01 
1220 6.048629e+01 1.023114e+01 -1.856047e-01 3.282702e-01 3.023277e-01 2.057591e-01 4.719368e-04 2.338388e-04 3.027997e-01 2.059929e-01 
1230 5.866219e+01 1.160913e+01 -1.045681e-01 3.464624e-01 3.020055e-01 2.158576e-01 3.863998e-04 2.013148e-04 3.023919e-01 2.160589e-01 
1240 5.787246e+01 1.264442e+01 -2.032887e-02 3.508290e-01 3.019232e-01 2.173603e-01 3.353481e-04 2.230713e-04 3.022585e-01 2.175833e-01 
1250 5.813703e+01 1.241386e+01 6.385776e-02 3.418330e-01 3.020883e-01 2.105418e-01 3.041682e-04 2.546089e-04 3.023924e-01 2.107964e-01 
1260 5.943504e+01 1.098346e+01 1.447162e-01 3.198955e-01 3.024945e-01 1.959955e-01 2.908613e-04 3.908028e-04 3.027854e-01 1.963863e-01 
1270 6.170755e+01 9.499264e+00 2.195652e-01 2.891615e-01 3.030513e-01 1.764550e-01 3.164769e-04 5.218360e-04 3.033677e-01 1.769769e-01 
1280 6.486698e+01 9.367799e+00 2.864287e-01 2.519880e-01 3.037148e-01 1.523614e-01 3.842522e-04 6.458489e-04 3.040990e-01 1.530072e-01 
1290 6.880473e+01 8.236292e+00 3.440064e-01 2.121648e-01 3.044189e-01 1.276872e-01 4.888764e-04 7.276758e-04 3.049078e-01 1.284149e-01 
1300 7.340164e+01 6.738355e+00 3.918850e-01 1.726894e-01 3.051036e-01 1.031803e-01 6.376275e-04 7.581160e-04 3.057412e-01 1.039385e-01 
1310 7.853720e+01 5.156984e+00 4.302751e-01 1.360825e-01 3.056996e-01 8.080228e-02 8.402440e-04 7.793406e-04 3.065398e-01 8.158162e-02 
1320 8.409791e+01 4.300362e+00 4.600434e-01 1.044498e-01 3.061778e-01 6.151596e-02 1.097729e-03 8.156533e-04 3.072755e-01 6.233161e-02 
1330 8.998318e+01 3.608462e+00 4.823581e-01 7.774386e-02 3.065251e-01 4.549720e-02 1.405717e-03 9.171298e-04 3.079308e-01 4.641433e-02 
1340 9.610697e+01 4.617023e+00 4.983550e-01 5.633823e-02 3.067475e-01 3.264803e-02 1.758261e-03 1.090765e-03 3.085057e-01 3.373880e-02 
1350 1.023984e+02 5.711876e+00 5.093349e-01 3.987616e-02 3.068419e-01 2.302065e-02 2.150223e-03 1.284101e-03 3.089921e-01 2.430475e-02 
1360 1.088012e+02 6.775738e+00 5.162835e-01 2.751037e-02 3.068387e-01 1.568679e-02 2.577428e-03 1.389372e-03 3.094161e-01 1.707616e-02 
1370 1.152709e+02 7.911189e+00 5.201645e-01 1.871434e-02 3.067231e-01 1.074109e-02 3.054494e-03 1.364381e-03 3.097776e-01 1.210547e-02 
1380 1.217739e+02 8.911037e+00 5.216368e-01 1.266247e-02 3.065061e-01 7.337523e-03 3.626999e-03 1.668280e-03 3.101331e-01 9.005803e-03 
1390 1.282831e+02 9.666257e+00 5.212370e-01 1.218283e-02 3.061313e-01 7.547353e-03 4.355962e-03 2.537051e-03 3.104873e-01 1.008440e-02 
1400 1.347786e+02 1.010517e+01 5.194393e-01 1.338301e-02 3.055885e-01 8.567067e-03 5.314952e-03 3.741272e-03 3.109035e-01 1.230834e-02 
1410 1.412435e+02 1.025373e+01 5.163674e-01 1.752898e-02 3.048194e-01 1.127531e-02 6.584909e-03 5.291197e-03 3.114043e-01 1.656651e-02 
1420 1.476644e+02 9.978115e+00 5.124146e-01 2.179813e-02 3.037497e-01 1.422381e-02 8.262354e-03 7.272869e-03 3.120120e-01 2.149668e-02 
1430 1.540311e+02 9.672880e+00 5.076285e-01 2.852844e-02 3.023491e-01 1.795755e-02 1.045685e-02 9.803223e-03 3.128059e-01 2.776077e-02 
1440 1.603319e+02 1.139946e+01 5.018770e-01 3.763045e-02 3.005290e-01 2.326189e-02 1.326311e-02 1.286964e-02 3.137921e-01 3.613153e-02 
1450 1.665564e+02 1.475565e+01 4.954037e-01 4.843595e-02 2.982337e-01 2.979610e-02 1.674767e-02 1.647742e-02 3.149814e-01 4.627352e-02 
1460 1.726956e+02 1.845148e+01 4.881432e-01 6.013722e-02 2.954697e-01 3.694536e-02 2.095783e-02 2.042940e-02 3.164275e-01 5.737476e-02 
1470 1.787383e+02 2.206827e+01 4.799434e-01 7.120043e-02 2.922323e-01 4.391708e-02 2.586774e-02 2.422589e-02 3.181000e-01 6.814297e-02 
1480 1.846739e+02 2.521800e+01 4.710260e-01 8.102910e-02 2.885341e-01 5.019412e-02 3.142092e-02 2.774547e-02 3.199550e-01 7.793959e-02 
1490 1.904950e+02 2.774147e+01 4.615888e-01 8.851842e-02 2.844660e-01 5.470902e-02 3.750975e-02 3.063237e-02 3.219757e-01 8.534139e-02 
1500 1.961951e+02 2.931761e+01 4.516429e-01 9.296486e-02 2.801320e-01 5.754178e-02 4.398442e-02 3.264354e-02 3.241165e-01 9.018532e-02 
